epoch time,date & time,smell value,skewed latitude,skewed longitude,zipcode,smell description,symptoms,additional comments
1577977255,01/02/2020 10:00:55 -05:00,3,40.4496,-79.799,15235,,,
1577977416,01/02/2020 10:03:36 -05:00,5,40.4903,-79.8157,15147,Industrial,,What are you doing to help residents ? How are you helping to mitigate the climate crisis?
1577977700,01/02/2020 10:08:20 -05:00,2,40.3496,-79.892,15034,,,
1577978091,01/02/2020 10:14:51 -05:00,5,40.3089,-79.9745,15025,,,
1577978569,01/02/2020 10:22:49 -05:00,5,40.2697,-79.8879,15037,Industrial,"Coughing, trouble breathing",
1577978622,01/02/2020 10:23:42 -05:00,3,40.4293,-79.8835,15218,Acrid industrial air.,,
1577978915,01/02/2020 10:28:35 -05:00,2,40.4223,-79.9206,15217,,,
1577979006,01/02/2020 10:30:06 -05:00,1,40.4595,-79.9464,15224,,,
1577979276,01/02/2020 10:34:36 -05:00,3,40.4543,-79.9478,15213,Industrial ,,
1577979342,01/02/2020 10:35:42 -05:00,4,40.338,-80.064,15241,Industrial air pollution from US Steel in Clairton,"Headache, dizziness","As usual, US Steel in Clairton, continues to poison the greater south east pittsburgh area with toxic smog just like they did severely poison all of PGH air on Christmas eve and in Christmas day. What a great gift from the evil polluting corporation who privatize the gains and socialize the loss. They profit, we breathe poison. The public harm is severe. What is the purpose of having any health department at all if they are corrupt enough to enable US Steel to keep polluting more and more, worse and worse. The pollution has not gotten better its blatantly worse. Please help. Pleaae protect the public health. That is your only and most important job. Only you can save us. God help us all."
1577979667,01/02/2020 10:41:07 -05:00,4,40.261,-79.9095,15025,Industrial,Nose throat,
1577979977,01/02/2020 10:46:17 -05:00,4,40.4852,-80.0475,15212,Burnt wood or tar-faint ammonia type odor,"Chest pressure, shortness of breath & coughing",I wish I could move!!!
1577980217,01/02/2020 10:50:17 -05:00,5,40.3105,-80.0335,15102,Can t tell what it is.,Trouble breathing,
1577982687,01/02/2020 11:31:27 -05:00,4,40.4886,-79.8321,15147,"Industrial, exhaust",Headache,
1577982925,01/02/2020 11:35:25 -05:00,4,40.4268,-79.8844,15218,Industrial,,
1577985728,01/02/2020 12:22:08 -05:00,4,40.4475,-80.0249,15233,Sewage ,Disgust ,
1577986783,01/02/2020 12:39:43 -05:00,5,40.4288,-79.9436,15207,,,
1577987711,01/02/2020 12:55:11 -05:00,2,40.6301,-79.7212,15065,Burning plastic,,
1577987892,01/02/2020 12:58:12 -05:00,5,40.4272,-79.78,15146,Industrial,Throat/nose irritation and headache ,
1577990077,01/02/2020 13:34:37 -05:00,5,40.3246,-79.8683,15133,Industrial ,,
1577991591,01/02/2020 13:59:51 -05:00,3,40.4066,-79.9194,15120,,,
1577995742,01/02/2020 15:09:02 -05:00,3,40.3743,-79.8455,15110,sulfur dioxide,,
1577996389,01/02/2020 15:19:49 -05:00,3,40.5106,-80.0823,15202,,,
1577996847,01/02/2020 15:27:27 -05:00,4,40.2597,-79.9213,15025,,,
1577996861,01/02/2020 15:27:41 -05:00,5,40.4804,-80.0432,15212,,,
1578001573,01/02/2020 16:46:13 -05:00,4,40.4346,-80.0092,15211,Sulfur ,"Burning nostrils, difficulty breathing ",
1578002253,01/02/2020 16:57:33 -05:00,3,40.4496,-79.9002,15208,Rotten eggs,,
1578002841,01/02/2020 17:07:21 -05:00,2,40.4507,-79.9046,15208,Rotten eggs,,Slightly higher elevation
1578003078,01/02/2020 17:11:18 -05:00,3,40.4073,-79.9178,15120,diesel exhaust,,
1578006115,01/02/2020 18:01:55 -05:00,5,40.3406,-79.8759,15133,"Industrial, mill",,
1578006177,01/02/2020 18:02:57 -05:00,3,40.3802,-79.8628,15110,Industrial ,Eye irritation ,
1578006591,01/02/2020 18:09:51 -05:00,3,40.3848,-80.0119,15226,Foul industry stench ,"Wheezing, hard to breathe ","We need clean air! Clean, fresh air doesn't exist in the city. Fines to the companies that pollute the city don't clean the air. We need real reform. Real solutions."
1578006657,01/02/2020 18:10:57 -05:00,4,40.43,-79.7912,15146,Pig sh*t,Eye irritation ,It smells like a pig farm or fresh manure everywhere today. 
1578013544,01/02/2020 20:05:44 -05:00,1,40.3049,-80.0458,15102,,,
1578015130,01/02/2020 20:32:10 -05:00,4,40.3857,-80.0022,15234,Industrial...its USX.,Checking and chest hurts....nasal passages sting.,
1578018163,01/02/2020 21:22:43 -05:00,5,40.2571,-79.9175,15025,Industrial ,Can't breathe ,
1578024941,01/02/2020 23:15:41 -05:00,3,40.381,-80.0243,15228,,,
1578026036,01/02/2020 23:33:56 -05:00,3,40.4247,-79.9227,15217,Industrial,,
1578044205,01/03/2020 04:36:45 -05:00,5,40.3976,-79.837,15112,Sulfur ,,
1578044505,01/03/2020 04:41:45 -05:00,2,40.4468,-79.9004,15208,,,
1578045665,01/03/2020 05:01:05 -05:00,2,40.3508,-79.892,15034,,,
1578050818,01/03/2020 06:26:58 -05:00,3,40.4248,-79.88,15218,,,
1578053329,01/03/2020 07:08:49 -05:00,3,40.4266,-79.8535,15221,,,
1578054420,01/03/2020 07:27:00 -05:00,4,40.4243,-79.8887,15218,,,
1578054588,01/03/2020 07:29:48 -05:00,3,40.425,-79.8831,15218,,,
1578055694,01/03/2020 07:48:14 -05:00,3,40.5281,-79.9618,15116,Smoke,,
1578057575,01/03/2020 08:19:35 -05:00,3,40.4251,-79.8475,15221,"Industrial, sulphur",,
1578058064,01/03/2020 08:27:44 -05:00,3,40.3386,-79.8789,15133,Industrial ,,
1578059678,01/03/2020 08:54:38 -05:00,3,40.4262,-79.8846,15218,Oil,,
1578060496,01/03/2020 09:08:16 -05:00,5,40.4136,-79.8799,15104,Sewer- rotten eggs ,Headache ,
1578062777,01/03/2020 09:46:17 -05:00,3,40.3505,-79.8922,15034,,,
1578062787,01/03/2020 09:46:27 -05:00,4,40.4754,-79.8345,15235,industrial ,difficulty breathing headache ,
1578064143,01/03/2020 10:09:03 -05:00,4,40.2593,-79.9326,15025,Industrial,Nose throat,
1578064538,01/03/2020 10:15:38 -05:00,3,40.4446,-79.893,15221,,Headache,
1578064574,01/03/2020 10:16:14 -05:00,1,40.4385,-79.8974,15221,,,
1578065549,01/03/2020 10:32:29 -05:00,2,40.4386,-79.9947,15219,Sulfur,Sinus irritation,
1578065754,01/03/2020 10:35:54 -05:00,4,40.4291,-79.8828,15218,Industrial exhaust emissions. Strong. CO2 level shot up after 7:00 and has remained high. More inversion activity. Winds now south.,,
1578066595,01/03/2020 10:49:55 -05:00,4,40.4043,-79.8422,15104,"Rotten, decomposing, industrial permeating the whole neighborhood","Burning eyes, burning nose",
1578066942,01/03/2020 10:55:42 -05:00,3,40.4701,-79.9621,15201,Exhaust from trucks,,
1578067211,01/03/2020 11:00:11 -05:00,4,40.3463,-79.9365,15122,Industrial,"Very bad headaches, sinus irritation, heavy mucus",
1578068031,01/03/2020 11:13:51 -05:00,1,40.4459,-79.9125,15217,,,
1578068509,01/03/2020 11:21:49 -05:00,2,40.3381,-79.8201,15131,,,
1578069063,01/03/2020 11:31:03 -05:00,4,40.4841,-80.0485,15212,,,
1578069778,01/03/2020 11:42:58 -05:00,1,40.4457,-79.9575,15213,,,
1578071296,01/03/2020 12:08:16 -05:00,3,40.4623,-79.9218,15206,Industroal,,
1578073092,01/03/2020 12:38:12 -05:00,2,40.4559,-79.8498,15235,,,
1578074507,01/03/2020 13:01:47 -05:00,3,40.4118,-79.9071,15120,Sulfer. n*sty rotten eggs. ,,
1578074921,01/03/2020 13:08:41 -05:00,3,40.4775,-79.9203,15206,,,
1578079616,01/03/2020 14:26:56 -05:00,1,40.449,-79.9041,15208,,,
1578079647,01/03/2020 14:27:27 -05:00,2,40.4289,-79.8836,15218,Wood smoke.,,
1578079828,01/03/2020 14:30:28 -05:00,3,40.4537,-80.0165,15233,"Burning rubber, rotten- eggs",,
1578080145,01/03/2020 14:35:45 -05:00,4,40.5168,-80.1663,15108,industrial,,
1578080953,01/03/2020 14:49:13 -05:00,1,40.4327,-79.9271,15217,,,
1578081593,01/03/2020 14:59:53 -05:00,5,40.4084,-79.8994,15120,Uncovered trucks from the mills.,Coughing and burning eyes.,
1578084892,01/03/2020 15:54:52 -05:00,4,40.4262,-79.7954,15146,Chemicals,"Breathing, nasal irratation",
1578088382,01/03/2020 16:53:02 -05:00,5,40.3662,-79.8713,15122,"Hydrogen sulfate, sulfur dioxide, Clairton Works and Irvin Works",,
1578092515,01/03/2020 18:01:55 -05:00,5,40.4539,-79.9284,15232,Fuel,"Headache, eye irritation ",
1578098420,01/03/2020 19:40:20 -05:00,4,40.3856,-80.0121,15226,Soul sucking polluting companies like the clarion coke works plant,Shortness of breath ,Need clean air to live a healthy life
1578100277,01/03/2020 20:11:17 -05:00,3,40.4531,-79.942,15213,Magnesium,,
1578100613,01/03/2020 20:16:53 -05:00,5,40.417,-79.97,15210,Woodsmoke,,
1578103555,01/03/2020 21:05:55 -05:00,4,40.4209,-79.8702,15221,"Industrial, rotten eggs",Coughing,
1578104297,01/03/2020 21:18:17 -05:00,3,40.3784,-79.8616,15110,Industrial ,Eye irritation ,
1578108730,01/03/2020 22:32:10 -05:00,4,40.454,-79.9354,15232,Sulfur: source unknown,Respiratory distress,
1578114407,01/04/2020 00:06:47 -05:00,4,40.4979,-79.9074,15215,Sulfuric chemical bitter ,Headache eyes nose and throat irritation ,
1578133157,01/04/2020 05:19:17 -05:00,1,40.3493,-79.8906,15034,,,
1578135617,01/04/2020 06:00:17 -05:00,2,40.39,-79.9772,15227,,,"I wish you could see the giant plume of white smoke that I am looking at now. While barely noticeable now, I know the smell is coming soon."
1578145895,01/04/2020 08:51:35 -05:00,3,40.4797,-79.9578,15201,,,
1578164557,01/04/2020 14:02:37 -05:00,2,40.3487,-80.0558,15241,"Sulfur, creosote ",,
1578164791,01/04/2020 14:06:31 -05:00,2,40.2852,-79.8054,15135,,,
1578170264,01/04/2020 15:37:44 -05:00,4,40.3848,-79.9062,15120,Manure ,Eyes watering,
1578180804,01/04/2020 18:33:24 -05:00,3,40.3787,-79.86,15110,Industrial ,Eye irritation ,
1578182466,01/04/2020 19:01:06 -05:00,2,40.3506,-79.891,15034,,,
1578186936,01/04/2020 20:15:36 -05:00,3,40.3456,-79.9345,15122,Industrial ,Coughing fit,
1578196458,01/04/2020 22:54:18 -05:00,2,40.4274,-79.8632,15221,,,
1578214617,01/05/2020 03:56:57 -05:00,1,40.3492,-79.8917,15034,,,
1578254360,01/05/2020 14:59:20 -05:00,4,40.305,-80.048,15102, heavy woodsmoke since 2pm,,
1578260039,01/05/2020 16:33:59 -05:00,3,40.4542,-79.8341,15235,cr*p,Headache,I opened the door and it smells like my dog took a cr*p.
1578261350,01/05/2020 16:55:50 -05:00,1,40.3789,-79.8598,15110,,,
1578263669,01/05/2020 17:34:29 -05:00,1,40.446,-79.9257,15217,,,
1578269828,01/05/2020 19:17:08 -05:00,2,40.3794,-80.0268,15228,,Headache for 2 days!,Headache for 2 days & metallic taste in mouth. 
1578274386,01/05/2020 20:33:06 -05:00,5,40.4144,-79.8455,15221,Rank sulphur,"Sore throat, headache",
1578278713,01/05/2020 21:45:13 -05:00,3,40.3838,-79.8583,15110,rotten egg,,
1578280664,01/05/2020 22:17:44 -05:00,5,40.366,-79.8603,15122,"Hydrogen sulfate, sulfur dioxide, Clairton Works and Irvin Works",,The US Steel executives and their genetic offspring should all be chemically castrated and forced to work the rest of their natural lives planting carbon scrubbing flora. 
1578282316,01/05/2020 22:45:16 -05:00,3,40.3468,-79.936,15122,Industrial ,Upper respiratory distress ,
1578282661,01/05/2020 22:51:01 -05:00,1,40.4659,-79.9553,15201,,,
1578282840,01/05/2020 22:54:00 -05:00,4,40.475,-79.8354,15235,industrial ,hard to breathe and bothers eyes ,
1578288542,01/06/2020 00:29:02 -05:00,5,40.4184,-79.8455,15221,Sulfur from the steel mills ,Asthma symptoms. No sleep ,"Yet again the stench from the mills has come into our home and woke us up. We can’t breathe, our pets can’t breathe and we are being poisoned. Please help!!!"
1578288942,01/06/2020 00:35:42 -05:00,4,40.4011,-79.8428,15104,"It is always the same industrial, rotten huevos smell.",Burning eyes and nose.,
1578312449,01/06/2020 07:07:29 -05:00,2,40.4601,-79.9287,15206,Car exhaust ,No,
1578317533,01/06/2020 08:32:13 -05:00,2,40.4759,-79.9205,15206,"exaust, industrial ",,
1578322156,01/06/2020 09:49:16 -05:00,4,40.3599,-79.901,15122,,,
1578323681,01/06/2020 10:14:41 -05:00,1,40.4255,-79.8677,15221,,,
1578327199,01/06/2020 11:13:19 -05:00,1,40.458,-79.9493,15224,,,
1578328099,01/06/2020 11:28:19 -05:00,3,40.458,-79.9297,15232,Woodsmoke,,
1578328152,01/06/2020 11:29:12 -05:00,1,40.4854,-80.0473,15212,,,
1578329028,01/06/2020 11:43:48 -05:00,2,40.4254,-79.9367,15217,,,
1578329691,01/06/2020 11:54:51 -05:00,5,40.457,-79.9281,15232,Woodsmoke,,
1578329942,01/06/2020 11:59:02 -05:00,4,40.6096,-79.7264,15065,ATI,,
1578329997,01/06/2020 11:59:57 -05:00,3,40.307,-79.872,15037,rotten egg,,
1578330323,01/06/2020 12:05:23 -05:00,4,40.4501,-80.028,15233,"Rotten eggs, sewage ",Disgust ,
1578338534,01/06/2020 14:22:14 -05:00,2,40.4406,-79.9409,15213,,,
1578340653,01/06/2020 14:57:33 -05:00,2,40.3071,-80.0478,15102,,,
1578340736,01/06/2020 14:58:56 -05:00,1,40.3056,-80.0466,15102,,,
1578344814,01/06/2020 16:06:54 -05:00,4,40.4031,-79.9184,15120,Rotten eggs,,"Please do your job.  I know it’s hard, that USS is a difficult adversary, but we - the citizens - need you
Thanks"
1578345082,01/06/2020 16:11:22 -05:00,5,40.4379,-79.8962,15221,Woodsmoke,,"It smells so bad, it's hard to breathe"
1578347533,01/06/2020 16:52:13 -05:00,4,40.4097,-79.8956,15120,Still eggs,,
1578349990,01/06/2020 17:33:10 -05:00,4,40.4522,-80.0056,15212,Smoke. Industrial,,
1578355180,01/06/2020 18:59:40 -05:00,4,40.4079,-79.9043,15120,Rotten eggs,Burning eyes,
1578356550,01/06/2020 19:22:30 -05:00,4,40.4601,-79.9321,15206,Woodsmoke,"Throat irritation, eye watering ",
1578358711,01/06/2020 19:58:31 -05:00,2,40.4496,-79.9044,15208,,,
1578359424,01/06/2020 20:10:24 -05:00,4,40.2649,-79.9074,15025,,,
1578359461,01/06/2020 20:11:01 -05:00,5,40.2715,-79.9014,15088,,,
1578361262,01/06/2020 20:41:02 -05:00,1,40.3073,-80.0469,15102,,,
1578361876,01/06/2020 20:51:16 -05:00,5,40.3072,-79.8905,15025,,Can't breathe ,
1578372180,01/06/2020 23:43:00 -05:00,4,40.3838,-80.0037,15234,Particulates and industrisl,"Eyes, nose and throat hurt.  Chest hurts...hars to breathe...coughing...and headache.",
1578390755,01/07/2020 04:52:35 -05:00,4,40.4505,-79.8999,15208,Rotten eggs ,,
1578390980,01/07/2020 04:56:20 -05:00,3,40.3488,-79.8901,15034,Ciairton coke,,
1578391382,01/07/2020 05:03:02 -05:00,5,40.4297,-79.8797,15218,"Industrial, sulfur","Headache, respiratory irritation, interrupted sleep ",
1578391734,01/07/2020 05:08:54 -05:00,3,40.447,-79.9055,15208,,,
1578392197,01/07/2020 05:16:37 -05:00,5,40.4178,-79.8786,15218,"High sulphur gas content, ET works ","Nose running, sore throat, gagging ",
1578394017,01/07/2020 05:46:57 -05:00,4,40.4346,-79.9204,15217,Industrial,,It is hard to breathe. 
1578394194,01/07/2020 05:49:54 -05:00,5,40.4599,-79.9235,15206,,,
1578394226,01/07/2020 05:50:26 -05:00,4,40.4276,-79.8788,15218,Rotten eggs,,
1578394926,01/07/2020 06:02:06 -05:00,3,40.3454,-79.8667,15132,Industrial ,Eye irritation ,
1578395028,01/07/2020 06:03:48 -05:00,3,40.3461,-79.8689,15132,Industrial ,Eye irritation ,
1578396149,01/07/2020 06:22:29 -05:00,3,40.4257,-79.9374,15217,Odor of sulfur,,
1578396262,01/07/2020 06:24:22 -05:00,3,40.4455,-79.9141,15217,"Eggs, industrial ",,The smell is noticeable inside the home with windows and doors sealed. 
1578396604,01/07/2020 06:30:04 -05:00,4,40.4627,-79.941,15224,"Industrial, exhaust type smell",,
1578396724,01/07/2020 06:32:04 -05:00,5,40.4228,-79.923,15217,,,
1578396771,01/07/2020 06:32:51 -05:00,5,40.336,-79.9338,15122,Industrial ,Burning nose,
1578396795,01/07/2020 06:33:15 -05:00,4,40.4361,-79.9114,15217,Sulfurous ,Not yet. But the day is young...,"We enjoyed a few days of good air quality.  Of course that couldn't last.  Even though it's winter and all my windows are closed, I could smell the foul odor as soon as I woke up. There is no escape!"
1578397077,01/07/2020 06:37:57 -05:00,3,40.4449,-79.8925,15221,Sulfur,,
1578397403,01/07/2020 06:43:23 -05:00,4,40.4444,-79.93,15217,,,
1578397428,01/07/2020 06:43:48 -05:00,5,40.4323,-79.9164,15217,,,
1578397639,01/07/2020 06:47:19 -05:00,5,40.4276,-79.8965,15218,Sulfur,,
1578397686,01/07/2020 06:48:06 -05:00,4,40.4485,-79.9329,15232,Sulfur,,
1578397768,01/07/2020 06:49:28 -05:00,5,40.4319,-79.9173,15217,Rotten eggs and gas mix,,
1578397857,01/07/2020 06:50:57 -05:00,4,40.4288,-79.9173,15217,Sulphur Dioxide Coke Works,Nausea. Smell straight thru closed windows. ,Shut. It. Down. 
1578397918,01/07/2020 06:51:58 -05:00,5,40.4457,-79.9133,15217,Rotten eggs,,
1578398256,01/07/2020 06:57:36 -05:00,5,40.4611,-79.9248,15206,,,
1578398402,01/07/2020 07:00:02 -05:00,2,40.422,-79.9377,15217,Sulfur smell,,
1578398414,01/07/2020 07:00:14 -05:00,5,40.4694,-79.922,15206,,,
1578398460,01/07/2020 07:01:00 -05:00,3,40.4421,-79.9194,15217,,,
1578398506,01/07/2020 07:01:46 -05:00,3,40.4304,-79.9322,15217,Industrial,,Can smell it indoors
1578398519,01/07/2020 07:01:59 -05:00,5,40.4711,-79.9169,15206,Sulfur,Sneezing and trouble breathing,"The sulfur smell is in my house, again. It's winter and the windows are closed. This is a major health issue and our health department and public officials stand by and do nothing."
1578398522,01/07/2020 07:02:02 -05:00,4,40.4223,-79.9323,15217,,,
1578398622,01/07/2020 07:03:42 -05:00,4,40.4511,-79.9055,15208,,,
1578398752,01/07/2020 07:05:52 -05:00,5,40.4316,-79.9591,15213,"Hydrogen sulfate, sulfur dioxide, Clairton Works and Irvin Works",,
1578398788,01/07/2020 07:06:28 -05:00,2,40.4468,-79.9002,15208,,,
1578398922,01/07/2020 07:08:42 -05:00,5,40.4508,-79.9074,15208,Sulphar ,,
1578399194,01/07/2020 07:13:14 -05:00,4,40.467,-79.9211,15206,,,
1578399319,01/07/2020 07:15:19 -05:00,5,40.4497,-79.9032,15208,Industrial ,,
1578399328,01/07/2020 07:15:28 -05:00,5,40.4217,-79.9309,15217,,,
1578399382,01/07/2020 07:16:22 -05:00,5,40.4335,-79.92,15217,Rotten eggs industrial ,Headache have had chest pain from horrible air at Christmas time ,
1578399500,01/07/2020 07:18:20 -05:00,4,40.4957,-79.8909,15238,Rotten eggs and smoke ,Headache,This city is disgusting. 
1578399575,01/07/2020 07:19:35 -05:00,4,40.4373,-79.9132,15217,Sulfur,,
1578399581,01/07/2020 07:19:41 -05:00,5,40.4442,-79.8954,15221,Industrial,Sore throats ,
1578399879,01/07/2020 07:24:39 -05:00,5,40.4645,-79.9385,15224,Sulfur,,
1578399884,01/07/2020 07:24:44 -05:00,4,40.4436,-79.9142,15217,,,
1578400026,01/07/2020 07:27:06 -05:00,4,40.4351,-79.9276,15217,Industrial,,
1578400097,01/07/2020 07:28:17 -05:00,5,40.4227,-79.927,15217,Sulfur dioxide,Eye/throat irritation,
1578400164,01/07/2020 07:29:24 -05:00,4,40.4266,-79.8843,15218,Smoke,Asthma,
1578400276,01/07/2020 07:31:16 -05:00,4,40.415,-79.9383,15207,,,
1578400308,01/07/2020 07:31:48 -05:00,4,40.4331,-79.9587,15213,,,
1578400320,01/07/2020 07:32:00 -05:00,3,40.4327,-79.9551,15213,Industrial ,,
1578400363,01/07/2020 07:32:43 -05:00,3,40.4227,-79.8875,15218,,,
1578400390,01/07/2020 07:33:10 -05:00,3,40.4539,-79.9289,15232,Sulfur,,
1578400483,01/07/2020 07:34:43 -05:00,5,40.4637,-79.9337,15206,Hydrogen sulfide ,Congestion,
1578400591,01/07/2020 07:36:31 -05:00,4,40.4535,-79.9252,15232,"Rotten eggs , industrial , sulphur","Anger, lung irritation, throat irritation, drip",Your statement recently was a step in right direction but not nearly enough. We need immediate action. If you can shut a restaurant down you can shut down the coke works. 
1578400669,01/07/2020 07:37:49 -05:00,3,40.4327,-79.8763,15218,,,
1578400671,01/07/2020 07:37:51 -05:00,4,40.4424,-79.9131,15217,Industrial ,Sinus  irritation,
1578400828,01/07/2020 07:40:28 -05:00,5,40.457,-79.9407,15224,Sulfur,Headache,
1578400844,01/07/2020 07:40:44 -05:00,5,40.4434,-79.9288,15217,,,
1578400891,01/07/2020 07:41:31 -05:00,4,40.4221,-79.9405,15207,Sulfur ,,
1578400962,01/07/2020 07:42:42 -05:00,3,40.4415,-79.9339,15217,Sulfur ,,
1578400983,01/07/2020 07:43:03 -05:00,5,40.4481,-79.9278,15217,,,
1578401141,01/07/2020 07:45:41 -05:00,4,40.4548,-79.9257,15232,Eggs,"Lung irritation, naseau",Reeks. Your recent statement simply doesn’t go far enough 
1578401624,01/07/2020 07:53:44 -05:00,5,40.4685,-79.9214,15206,Industrial ,"Congestion, difficulty breathing ",Quality of life in this city is awful. It smells inside my home. Please act.
1578401718,01/07/2020 07:55:18 -05:00,5,40.4252,-79.9276,15217,"Coke works, US Steel",,
1578401922,01/07/2020 07:58:42 -05:00,4,40.4289,-79.9206,15217,rotten eggs,,
1578402042,01/07/2020 08:00:42 -05:00,3,40.4411,-79.9282,15217,Sulfur,,
1578402199,01/07/2020 08:03:19 -05:00,4,40.4316,-79.8778,15218,Burning rubber,Restricted breathing,
1578402325,01/07/2020 08:05:25 -05:00,3,40.4547,-79.9321,15232,Industrial,,
1578402354,01/07/2020 08:05:54 -05:00,4,40.423,-79.9418,15207,Freshly laid black top,,
1578402374,01/07/2020 08:06:14 -05:00,4,40.469,-79.9282,15206,Rotten eggs,,
1578402438,01/07/2020 08:07:18 -05:00,4,40.4516,-79.9197,15232,Industrial ,,
1578402460,01/07/2020 08:07:40 -05:00,5,40.4499,-79.9163,15206,Industrial ,,Unconscionable. 
1578402575,01/07/2020 08:09:35 -05:00,3,40.4628,-79.9411,15224,"Sulphuric, rotten eggs",,
1578403028,01/07/2020 08:17:08 -05:00,4,40.4472,-79.9446,15213,Coughing,,
1578403204,01/07/2020 08:20:04 -05:00,3,40.439,-79.9343,15217,Sulfer,,
1578403284,01/07/2020 08:21:24 -05:00,4,40.4213,-79.8723,15221,Industrial,Headache,
