epoch time,date & time,smell value,skewed latitude,skewed longitude,zipcode,smell description,symptoms,additional comments
1609795911,01/04/2021 16:31:51 -05:00,3,40.4843,-80.0494,15212,ODD-MAYBE TURPENTINE LIKE,COUGH-HEADACHE-IRRITATED NOSE AND THROAT ,WAS IN WOODS RUN-NEAR INDUSTRY-A FEW TOXIC TEN’S IN PAST.
1609845858,01/05/2021 06:24:18 -05:00,4,40.4281,-79.9374,15217,Industrial,"Nasal drip, itchy eyes",
1609846078,01/05/2021 06:27:58 -05:00,4,40.4278,-79.9375,15217,"The usual ""Pittsburgh n*sty""","Post nasal drip, irritated eyes",
1609854348,01/05/2021 08:45:48 -05:00,4,40.3323,-79.9531,15236,Chemical,Nausea ,
1609854358,01/05/2021 08:45:58 -05:00,1,40.4504,-79.9643,15219,,,
1609856410,01/05/2021 09:20:10 -05:00,3,40.4785,-79.9585,15201,,,
1609859221,01/05/2021 10:07:01 -05:00,4,40.4051,-79.8692,15104,Industrial ,,
1609859251,01/05/2021 10:07:31 -05:00,3,40.4762,-79.9574,15201,"Rotten eggs, not as strong as the day before",,
1609865059,01/05/2021 11:44:19 -05:00,3,40.4083,-79.9126,15120,,,
1609866990,01/05/2021 12:16:30 -05:00,1,40.4898,-79.969,15209,,,
1609869776,01/05/2021 13:02:56 -05:00,4,40.4706,-79.9173,15206,Sulfur/coke works ,"Throat/nose irritation, headache ",Smells inside. Would be nice to have clean air during a public health emergency 
1609871260,01/05/2021 13:27:40 -05:00,3,40.4837,-80.047,15212,?,CHEST /? LUNG PRESSURE ,
1609882236,01/05/2021 16:30:36 -05:00,1,40.425,-79.895,15218,,,
1609885030,01/05/2021 17:17:10 -05:00,4,40.4785,-79.9564,15201,industrial,,
1609895018,01/05/2021 20:03:38 -05:00,3,40.4848,-80.0482,15212,DO NOT UNDERSTAND-FOUL,,
1609907945,01/05/2021 23:39:05 -05:00,5,40.4376,-79.8771,15221,,,
1609914648,01/06/2021 01:30:48 -05:00,4,40.3843,-80.0034,15234,Industrial,Lungs and eyes burn ,
1609936609,01/06/2021 07:36:49 -05:00,4,40.4856,-80.0484,15212,,,DISGUSTING AND SICKENING!
1609944359,01/06/2021 09:45:59 -05:00,1,40.294,-79.8823,15025,,,
1609945940,01/06/2021 10:12:20 -05:00,3,40.4358,-79.7985,15146,"Auto, truck, car exhaust fumes. ",Nothing serious. Just air pollution. ,"Almost constant fumes from car, truck, and train engine fumes in this neighborhood. "
1609954286,01/06/2021 12:31:26 -05:00,5,40.478,-79.9492,15201,,,
1609955180,01/06/2021 12:46:20 -05:00,4,40.5386,-79.9212,15116,Industrial,,
1609956786,01/06/2021 13:13:06 -05:00,5,40.4778,-79.9583,15201,Mcconway & torley,The smell is so strong I noticed it through my mask,
1609957683,01/06/2021 13:28:03 -05:00,4,40.4838,-80.0484,15212,cr*p AND MAYBE UNDETECTABLE cr*p CAUSING ISSUES ,HEADACHE-COUGH-IRRITATED THROAT AND NOSE-CHEST PRESSURE ,
1609969984,01/06/2021 16:53:04 -05:00,4,40.486,-80.0459,15212,,,
1609975724,01/06/2021 18:28:44 -05:00,1,40.4903,-80.0148,15214,,,
1609977694,01/06/2021 19:01:34 -05:00,3,40.3226,-79.8904,15045,Clariton Mill smell ,Headache,
1609981435,01/06/2021 20:03:55 -05:00,4,40.3712,-79.8454,15110,"Clairton Works and Irvin Works, Hydrogen sulfate, sulfur dioxide. ",,
1610016645,01/07/2021 05:50:45 -05:00,1,40.4844,-80.0465,15212,,,
1610036400,01/07/2021 11:20:00 -05:00,5,40.4605,-79.9246,15206,Ruffage and broccoli farts,,
1610047806,01/07/2021 14:30:06 -05:00,4,40.4221,-79.8439,15221,Disgusting n*sty industrial stench ,Distracting ,
1610103488,01/08/2021 05:58:08 -05:00,5,40.4535,-79.9256,15206,Sulfur ,Woke me up & is inescapable. ,It is shameful that these factories can disobey pollution regulations. What’s the point of rules? 
1610109993,01/08/2021 07:46:33 -05:00,5,40.5384,-79.9277,15116,Industrial ,,
1610113318,01/08/2021 08:41:58 -05:00,4,40.3991,-79.8607,15104,,,
1610116969,01/08/2021 09:42:49 -05:00,3,40.4213,-79.8442,15221,Industrial ,,
1610117193,01/08/2021 09:46:33 -05:00,5,40.4003,-80.0244,15226,Sewage,,
1610125313,01/08/2021 12:01:53 -05:00,5,40.4536,-79.925,15206,Sulfur,"Sore throat, watery eyes, anger ",This smell has been going on and off since 5:45am. Can someone please turn the valve and make it stop!?! This is disgusting & no one seems to care. 
1610130793,01/08/2021 13:33:13 -05:00,4,40.3379,-79.9579,15236,Industrial ,Eye irritation ,
1610132636,01/08/2021 14:03:56 -05:00,3,40.3139,-79.9643,15025,Industrial,Headache,
1610136386,01/08/2021 15:06:26 -05:00,1,40.3178,-79.8444,15037,,,
1610138761,01/08/2021 15:46:01 -05:00,2,40.4837,-80.0484,15212,,,
1610139635,01/08/2021 16:00:35 -05:00,5,40.4354,-79.9235,15217,Smells like my bathroom,Sore throat and starting due to gas,It smells as bad as p**p
1610139876,01/08/2021 16:04:36 -05:00,5,40.4366,-79.9231,15217,Smells like my bathroom after taco bell,Constantly constipation,"I really hope this stops soon, or I will g mentally insane."
1610143616,01/08/2021 17:06:56 -05:00,3,40.4862,-80.0494,15212,,,
1610149100,01/08/2021 18:38:20 -05:00,4,40.4283,-79.9376,15217,"Wood smoke, Chemical smoke","Eye irritation, Headache",Believe it was at 4013 Beechwood Blvd
1610150523,01/08/2021 19:02:03 -05:00,1,40.492,-80.014,15214,,,
1610164405,01/08/2021 22:53:25 -05:00,4,40.4349,-79.9135,15217,,,
1610196366,01/09/2021 07:46:06 -05:00,4,40.4364,-79.9143,15217,,,
1610202305,01/09/2021 09:25:05 -05:00,5,40.3131,-79.9614,15025,industrial ,,"very bad around Clairton and Jefferson Hills, it has been bad for a long time now probably two years"
1610203201,01/09/2021 09:40:01 -05:00,5,40.4538,-79.927,15232,,,
1610209180,01/09/2021 11:19:40 -05:00,3,40.2934,-79.8818,15025,Industrial,,
1610214483,01/09/2021 12:48:03 -05:00,4,40.4971,-79.9072,15215,Sulfuric bitter chemical industrial burnt ,Headache eyes nose and throat irritation ,
1610222575,01/09/2021 15:02:55 -05:00,5,40.3178,-79.8539,15133,"Industrial, dead animal, rotten eggs",,
1610233522,01/09/2021 18:05:22 -05:00,5,40.4515,-79.9377,15232,,,
1610238855,01/09/2021 19:34:15 -05:00,5,40.3661,-79.8601,15122,"Hydrogen sulfate, sulfur dioxide, Clairton Works and Irvin Works",,
1610239719,01/09/2021 19:48:39 -05:00,4,40.3881,-80.0422,15216,Woodsmoke ,,
1610240197,01/09/2021 19:56:37 -05:00,4,40.4205,-79.9026,15218,Sewer,,Whipple and pocono
1610274938,01/10/2021 05:35:38 -05:00,4,40.431,-79.9166,15217,,,
1610278968,01/10/2021 06:42:48 -05:00,3,40.4847,-80.0463,15212,,,
1610296094,01/10/2021 11:28:14 -05:00,5,40.4701,-79.9236,15206,Industrial,,
1610301102,01/10/2021 12:51:42 -05:00,4,40.4966,-79.9049,15215,Sulfuric bitter chemical industrial burnt ,Headache eyes nose and throat irritation ,
1610309898,01/10/2021 15:18:18 -05:00,5,40.4084,-79.8881,15120,Industrial ,,
1610315133,01/10/2021 16:45:33 -05:00,5,40.5141,-80.0317,15229,Woodsmoke,,So bad I couldn’t take a walk.
1610317220,01/10/2021 17:20:20 -05:00,4,40.4842,-80.0493,15212,,,
1610318587,01/10/2021 17:43:07 -05:00,3,40.3715,-80.085,15243,Grill smells and woodsmoke ,,
1610320366,01/10/2021 18:12:46 -05:00,3,40.3482,-80.0417,15102,Wood,,"Haze in the area, noticeable"
1610324837,01/10/2021 19:27:17 -05:00,4,40.3053,-79.9079,15025,Clairton Coke Works toxic sulfur gases ,Difficulty breathing ,Stepped outside and began choking 
1610330110,01/10/2021 20:55:10 -05:00,4,40.4197,-79.9031,15218,Sewer,,Whipple and pocono
1610333867,01/10/2021 21:57:47 -05:00,4,40.4298,-79.9161,15217,"Industrial, sulfur",,
1610334031,01/10/2021 22:00:31 -05:00,5,40.431,-79.9181,15217,Eggy,,
1610334460,01/10/2021 22:07:40 -05:00,4,40.4098,-79.9399,15207,Stinks almost as bad as the Steelers this evening. ,,
1610334779,01/10/2021 22:12:59 -05:00,4,40.5121,-79.8709,15238,Woodsmoke ,,
1610334891,01/10/2021 22:14:51 -05:00,4,40.4521,-79.9283,15232,,,
1610335802,01/10/2021 22:30:02 -05:00,3,40.4285,-79.9149,15217,Sewage,,
1610336191,01/10/2021 22:36:31 -05:00,5,40.4316,-79.9165,15217,,,
1610336543,01/10/2021 22:42:23 -05:00,5,40.4307,-79.8952,15218,Industrial ,,
1610336628,01/10/2021 22:43:48 -05:00,5,40.3901,-80.0395,15216,Woodsmoke ,,
1610337086,01/10/2021 22:51:26 -05:00,4,40.4858,-80.0473,15212,,,
1610337809,01/10/2021 23:03:29 -05:00,4,40.429,-79.8979,15218,,,
1610338207,01/10/2021 23:10:07 -05:00,3,40.4544,-79.9093,15208,Rotten eggs,,
1610338284,01/10/2021 23:11:24 -05:00,4,40.4333,-79.9279,15217,Industrial ,Headache,
1610338394,01/10/2021 23:13:14 -05:00,4,40.3663,-79.918,15207,"Industry, slag odor",Hard to breathe ,
1610338663,01/10/2021 23:17:43 -05:00,5,40.3899,-80.0404,15216,Woodsmoke ,,
1610338835,01/10/2021 23:20:35 -05:00,5,40.3883,-79.978,15227,Industrial,"Headache, eye irratation",It smells n*sty and it's coming into my house.
1610338983,01/10/2021 23:23:03 -05:00,4,40.4443,-79.8957,15221,The armpits of h*ll,"Watery eyes, sore throat, nausea & headache ",
1610339799,01/10/2021 23:36:39 -05:00,4,40.4543,-79.9097,15208,,Industrial ,
1610340401,01/10/2021 23:46:41 -05:00,4,40.4531,-79.9104,15208,,,Can smell it coming inside
1610340745,01/10/2021 23:52:25 -05:00,3,40.456,-79.9128,15208,,,
1610341472,01/11/2021 00:04:32 -05:00,5,40.3378,-79.9351,15122,Industrial ,Burning nose ,This is awful even inside 
1610343038,01/11/2021 00:30:38 -05:00,4,40.32,-79.9247,15025,Industrial,,
1610343729,01/11/2021 00:42:09 -05:00,5,40.3876,-79.9607,15227,Industrial,Disgust,
1610344166,01/11/2021 00:49:26 -05:00,4,40.4315,-79.9305,15217,Industrial,Nausea,
1610345630,01/11/2021 01:13:50 -05:00,2,40.4516,-79.9575,15219,,,
1610345726,01/11/2021 01:15:26 -05:00,5,40.4365,-79.913,15217,Industrial acrid stench,Scratchy throat,This is so bad it even stinks inside my house!
1610345869,01/11/2021 01:17:49 -05:00,4,40.3843,-80.0021,15234,Industrial and particles,"Headache, sinus hurt, feel bad",
1610346023,01/11/2021 01:20:23 -05:00,4,40.4236,-79.9263,15217,Sulfur,,
1610349580,01/11/2021 02:19:40 -05:00,5,40.3507,-79.9887,15236,Industrial ,,
1610355358,01/11/2021 03:55:58 -05:00,4,40.4861,-80.0471,15212,,,
1610357052,01/11/2021 04:24:12 -05:00,4,40.3302,-79.9592,15236,Rotten eggs,"Rotten eggs, sewage",
1610357171,01/11/2021 04:26:11 -05:00,4,40.4288,-79.8828,15218,Sulfur plumage pushed in overnight and has stayed stagnant.. First floor smells of sulfur and fine PM counts are high.,,
1610357851,01/11/2021 04:37:31 -05:00,4,40.3826,-80.0469,15228,"Rotten egg, industrial ","Sore throat, nausea",
1610361323,01/11/2021 05:35:23 -05:00,5,40.3633,-79.9745,15227,Industrial ,Woke me up.  STINK,
1610367342,01/11/2021 07:15:42 -05:00,3,40.3148,-79.9678,15025,Sulfur ,,
1610367940,01/11/2021 07:25:40 -05:00,4,40.4106,-79.9398,15207,Industrial coal stench,,"Bad enough to wake me from sleep, irritated nose and throat"
1610368078,01/11/2021 07:27:58 -05:00,5,40.3058,-79.909,15025,Clairton Coke Works toxic sulfur gases ,Difficulty breathing ,Can smell inside even with windows closed 
1610368697,01/11/2021 07:38:17 -05:00,5,40.3066,-79.8611,15037,us steel clairton,hard to breath,
1610369088,01/11/2021 07:44:48 -05:00,3,40.3698,-80.0848,15243,Woodsmoke ,,
1610369606,01/11/2021 07:53:26 -05:00,4,40.3362,-79.9576,15236,Industrial ,Eye irritation ,
1610370962,01/11/2021 08:16:02 -05:00,5,40.4431,-79.9243,15217,,"Headache, congestion",
1610375380,01/11/2021 09:29:40 -05:00,4,40.425,-79.9253,15217,,Sore throat,
1610375459,01/11/2021 09:30:59 -05:00,5,40.4259,-79.9183,15217,Industrial,,
1610376144,01/11/2021 09:42:24 -05:00,4,40.3641,-80.007,15236,Industrial,,
1610376373,01/11/2021 09:46:13 -05:00,3,40.4892,-80.0118,15214,"Rotten eggs, sulfur",,Very “foggy” in the valleys. 
1610376460,01/11/2021 09:47:40 -05:00,4,40.4282,-79.9167,15217,toxic ,,
1610376752,01/11/2021 09:52:32 -05:00,5,40.384,-79.9074,15120,Industrial stench on my front porch. ,,
1610377177,01/11/2021 09:59:37 -05:00,5,40.2887,-79.8054,15135,"Industrial, almost chemical",Slight nasal irritation ,"When will these kinds of days, all too frequent, ever end?"
1610377382,01/11/2021 10:03:02 -05:00,5,40.4445,-79.9284,15217,,,
1610377425,01/11/2021 10:03:45 -05:00,5,40.4451,-79.9293,15217,,,
1610377430,01/11/2021 10:03:50 -05:00,4,40.4292,-79.8921,15218,Industrial ,,
1610377532,01/11/2021 10:05:32 -05:00,3,40.4365,-79.8941,15221,,,
1610377553,01/11/2021 10:05:53 -05:00,2,40.4389,-79.8869,15221,Sulfur,,
1610377621,01/11/2021 10:07:01 -05:00,4,40.4325,-79.8947,15218,industrial,,
1610377677,01/11/2021 10:07:57 -05:00,3,40.3516,-79.915,15122,,,
1610378105,01/11/2021 10:15:05 -05:00,5,40.4394,-79.8753,15221,,,
1610378631,01/11/2021 10:23:51 -05:00,5,40.4516,-79.9247,15232,Foul woodsmoke industrial ,The usual nonsense ,"Today it's coming in despite having all my windows closed. The nicest weather we've had in months and we can't safely enjoy it. Thanks, coke works!"
1610378695,01/11/2021 10:24:55 -05:00,5,40.4273,-79.9147,15217,,,
1610378892,01/11/2021 10:28:12 -05:00,3,40.4433,-79.9338,15217,,,
1610379134,01/11/2021 10:32:14 -05:00,5,40.4267,-79.8855,15218,"Industrial, coal tar",,
1610379310,01/11/2021 10:35:10 -05:00,4,40.3229,-79.9942,15236,"Heavy, dirty, industrial ",,
1610379416,01/11/2021 10:36:56 -05:00,5,40.4301,-79.8938,15218,industrial,"sore throat, headache",trying to walk around frick park with this horrible pollution is the worst. How can you allow this situation to happen? 
1610380213,01/11/2021 10:50:13 -05:00,4,40.4188,-79.943,15207,Chemical sooty smell,,
1610380628,01/11/2021 10:57:08 -05:00,5,40.4296,-79.8862,15218,Industrial sulfur,,
1610382172,01/11/2021 11:22:52 -05:00,5,40.4314,-79.8878,15218,,,
1610382233,01/11/2021 11:23:53 -05:00,5,40.429,-79.92,15217,,,
1610382758,01/11/2021 11:32:38 -05:00,5,40.4303,-79.8977,15218,,,
1610382827,01/11/2021 11:33:47 -05:00,3,40.4369,-79.7811,15146,Like burning tires,,
1610383488,01/11/2021 11:44:48 -05:00,4,40.4287,-79.8976,15218,Sulfur,Throat irritation ,
1610384348,01/11/2021 11:59:08 -05:00,3,40.427,-79.8858,15218,Soon the toxic stench US Steel made over night should lift. And yet they make no change.,,
1610384581,01/11/2021 12:03:01 -05:00,3,40.4645,-79.8619,15235,Burning tire.   Dirty coal.,,
1610386959,01/11/2021 12:42:39 -05:00,4,40.4519,-79.9124,15208,,,
1610387253,01/11/2021 12:47:33 -05:00,5,40.4972,-79.9078,15215,Sulfuric bitter chemical industrial burnt ,Headache eyes nose and throat irritation ,
1610389020,01/11/2021 13:17:00 -05:00,5,40.4864,-80.0462,15212,,,
1610389331,01/11/2021 13:22:11 -05:00,2,40.4504,-79.9305,15232,,,
1610391168,01/11/2021 13:52:48 -05:00,4,40.308,-79.8636,15037,us steel,headache hard to breath burn eyes,
1610393324,01/11/2021 14:28:44 -05:00,1,40.4324,-79.8988,15218,,,
1610398736,01/11/2021 15:58:56 -05:00,5,40.4295,-79.8935,15218,Rotten eggs ,Headache ,
1610401869,01/11/2021 16:51:09 -05:00,4,40.514,-80.0345,15229,Woodsmoke,,
1610417439,01/11/2021 21:10:39 -05:00,3,40.5572,-80.0602,15237,"Industrial.  Sulfur.
",Sore throat.,
1610418201,01/11/2021 21:23:21 -05:00,2,40.4445,-79.9143,15217,,Sinus headache/burning,
1610422279,01/11/2021 22:31:19 -05:00,5,40.4246,-79.8806,15218,Industrial burning ,Asthma attack,Hate this sh*t
1610430102,01/12/2021 00:41:42 -05:00,4,40.4071,-79.9094,15120,Sewage,Throat irritation,Noticeable since 11:30pm
1610450862,01/12/2021 06:27:42 -05:00,3,40.4857,-80.049,15212,,,
1610458695,01/12/2021 08:38:15 -05:00,3,40.5161,-80.0333,15229,Woodsmoke,,Bad enough to prevent me from taking a walk.
1610460478,01/12/2021 09:07:58 -05:00,5,40.4848,-80.0492,15212,,,
1610464248,01/12/2021 10:10:48 -05:00,4,40.3661,-79.9271,15122,"Industrial, similar to rubber cement",,
1610466025,01/12/2021 10:40:25 -05:00,4,40.4315,-79.8909,15218,,Headache ,
1610466809,01/12/2021 10:53:29 -05:00,4,40.4278,-79.898,15218,,,
1610469787,01/12/2021 11:43:07 -05:00,5,40.4354,-79.9103,15217,,,
1610472973,01/12/2021 12:36:13 -05:00,5,40.4985,-79.9066,15215,Sulfuric bitter chemical industrial burnt ,Headache eyes nose and throat irritation ,
1610478410,01/12/2021 14:06:50 -05:00,2,40.3213,-79.8555,15133,sulfur dioxide?,,
1610484073,01/12/2021 15:41:13 -05:00,2,40.4406,-79.8866,15221,Sulfur,,
1610484941,01/12/2021 15:55:41 -05:00,3,40.3189,-79.8424,15133,SO2,,
1610509161,01/12/2021 22:39:21 -05:00,5,40.4369,-79.8741,15221,,,
1610511725,01/12/2021 23:22:05 -05:00,3,40.479,-79.956,15201,Industrial,,
1610512518,01/12/2021 23:35:18 -05:00,4,40.43,-79.8968,15218,,,
1610526661,01/13/2021 03:31:01 -05:00,5,40.4065,-79.9123,15120,Rotten eggs,"Headache, some gagging ",Started around 2330 yesterday
1610533526,01/13/2021 05:25:26 -05:00,5,40.4165,-79.8474,15221,Sulfur,"Headache, scratchy throat, insomnia ",
1610534921,01/13/2021 05:48:41 -05:00,4,40.2919,-79.8855,15025,Chemical,My mouth tastes like chemicals and my heart is thumping,I am 77 years old and I am an lvad patient the air is very difficult for me
1610540237,01/13/2021 07:17:17 -05:00,4,40.4849,-80.0479,15212,,,
1610544687,01/13/2021 08:31:27 -05:00,3,40.3979,-79.8632,15104,,,
1610545500,01/13/2021 08:45:00 -05:00,4,40.4639,-79.9901,15212,"Pollution, onions",,
1610546564,01/13/2021 09:02:44 -05:00,4,40.4209,-79.8467,15221,Rotten eggs ,Distracting ,
1610551495,01/13/2021 10:24:55 -05:00,5,40.4395,-79.8753,15221,,,
1610555218,01/13/2021 11:26:58 -05:00,5,40.4979,-79.9044,15215,Sulfuric bitter chemical industrial burnt ,Headache eyes nose and throat irritation ,
1610556303,01/13/2021 11:45:03 -05:00,1,40.2931,-79.881,15025,,,
1610557283,01/13/2021 12:01:23 -05:00,4,40.3544,-79.886,15034,,,
1610558203,01/13/2021 12:16:43 -05:00,1,40.3062,-80.0475,15102,,,
1610559348,01/13/2021 12:35:48 -05:00,1,40.414,-79.8454,15221,,,
1610562890,01/13/2021 13:34:50 -05:00,4,40.4845,-80.0462,15212,,,
1610563240,01/13/2021 13:40:40 -05:00,3,40.351,-79.9896,15236,Wood smoke,,
1610563787,01/13/2021 13:49:47 -05:00,4,40.4344,-79.8966,15218,Industrial ,"Sneezing, headache",
1610569409,01/13/2021 15:23:29 -05:00,4,40.3845,-80.0032,15234,Awful smell and industrial,Sinuses hurt and stopped up.  Burning eyes and throat.,
1610570528,01/13/2021 15:42:08 -05:00,3,40.4994,-80.0739,15202,It’s a strange sulfuric smell and the tap water smells like it too. ,,
1610574650,01/13/2021 16:50:50 -05:00,3,40.5146,-80.0321,15229,Wood smoke,,Couldn’t  take a walk because of it.
1610587951,01/13/2021 20:32:31 -05:00,3,40.4428,-79.9293,15217,Rotten eggs,Headaches,
1610637828,01/14/2021 10:23:48 -05:00,5,40.4372,-79.875,15221,,,
1610647114,01/14/2021 12:58:34 -05:00,3,40.4839,-80.046,15212,,,
1610667911,01/14/2021 18:45:11 -05:00,3,40.4412,-79.888,15221,Sulfur,,
1610671189,01/14/2021 19:39:49 -05:00,5,40.4598,-79.9233,15206,,,
1610677725,01/14/2021 21:28:45 -05:00,3,40.4117,-79.981,15210,Rotten eggs,,
1610679280,01/14/2021 21:54:40 -05:00,3,40.4259,-79.8988,15218,Rotten eggs,,
1610681073,01/14/2021 22:24:33 -05:00,3,40.4087,-79.9413,15207,"Rotten eggs, but chemical ",,
1610682397,01/14/2021 22:46:37 -05:00,3,40.3542,-80.046,15234,Industrial,,
1610682612,01/14/2021 22:50:12 -05:00,5,40.42,-79.9696,15203,Sulfur ,Headache ,
1610696326,01/15/2021 02:38:46 -05:00,4,40.3514,-79.9877,15236,Industrial ,,
